sequence_id,xgb1_probability,xgb2_probability,xgb1_prediction,xgb2_prediction,final_prediction,final_confidence
ECK120033031 SDACP FORWARD 2928035 SIGMA70 WEAK,0.96532893,0.9935749,1,1,1,0.9935749
ECK125137168 SDIAP6 REVERSE 1996851 SIGMA70 WEAK,0.9650917,0.9673061,1,1,1,0.9673061
ECK125137867 SELBP5 REVERSE 3759925 SIGMA70 WEAK,0.9781873,0.9894657,1,1,1,0.9894657
ECK125136519 SELUP4 REVERSE 531358 SIGMA70 WEAK,0.9577879,0.98438716,1,1,1,0.98438716
ECK120010612 SERVP REVERSE 2818697 SIGMA70 WEAK,0.102769546,0.50533235,0,1,1,0.50533235
ECK120010605 SERWP REVERSE 926007 SIGMA70 WEAK,0.99200964,0.9940696,1,1,1,0.9940696
ECK125137272 SETBP2 FORWARD 2263713 SIGMA70 WEAK,0.78168994,0.9206246,1,1,1,0.9206246
ECK125137889 SETCP10 FORWARD 3836768 SIGMA70 WEAK,0.999938,0.6681657,1,1,1,0.999938
ECK125137891 SETCP13 FORWARD 3836838 SIGMA70 WEAK,0.8987396,0.86641335,1,1,1,0.8987396
ECK125136529 SFMAP6 FORWARD 558166 SIGMA70 WEAK,0.9440628,0.9538301,1,1,1,0.9538301
ECK125136530 SFMCP4 FORWARD 558807 SIGMA70 WEAK,0.9353012,0.96891695,1,1,1,0.96891695
ECK120010937 SFSAP REVERSE 161515 SIGMA70 WEAK,0.1584407,0.6193674,0,1,1,0.6193674
ECK125137691 SFSBP2 FORWARD 3334796 SIGMA70 WEAK,0.9931768,0.79905784,1,1,1,0.9931768
ECK120030789 SGRRP REVERSE 77338 SIGMA70 WEAK,0.99445057,0.6785986,1,1,1,0.99445057
ECK125137190 SHIAP11 FORWARD 2053534 SIGMA70 WEAK,0.96085644,0.86142796,1,1,1,0.96085644
ECK125137028 SLYAP10 REVERSE 1721014 SIGMA70 WEAK,0.2425264,0.7706614,0,1,1,0.7706614
ECK125137029 SLYAP13 REVERSE 1720849 SIGMA70 WEAK,0.6003322,0.2661331,1,0,1,0.6003322
ECK125137030 SLYAP14 REVERSE 1720865 SIGMA70 WEAK,0.36536086,0.82251245,0,1,1,0.82251245
ECK125137746 SLYDP6 REVERSE 3478699 SIGMA70 WEAK,0.8445798,0.97444373,1,1,1,0.97444373
ECK125137444 SMPBP5 FORWARD 2754767 SIGMA70 WEAK,0.98947793,0.86238766,1,1,1,0.98947793
ECK120010254 SPEAP REVERSE 3086048 SIGMA70 WEAK,0.83598095,0.98301965,1,1,1,0.98301965
ECK125137445 SSRAP2 FORWARD 2755507 SIGMA70 WEAK,0.4408182,0.8476396,0,1,1,0.8476396
ECK125136692 SSUBP3 REVERSE 994141 SIGMA70 WEAK,0.9922578,0.9957768,1,1,1,0.9957768
ECK120032969 SYMEP REVERSE 4579917 SIGMA70 WEAK,0.97814083,0.9870178,1,1,1,0.9870178
ECK125138059 TABAP4 FORWARD 4474834 SIGMA70 WEAK,0.7112603,0.7655932,1,1,1,0.7655932
ECK125137504 TASP4 FORWARD 2971569 SIGMA70 WEAK,0.82476115,0.6562301,1,1,1,0.82476115
ECK125137659 TDCRP4 FORWARD 3267221 SIGMA70 WEAK,0.39919984,0.94593817,0,1,1,0.94593817
ECK125137661 TDCRP6 FORWARD 3267190 SIGMA70 WEAK,0.85867226,0.76373535,1,1,1,0.85867226
ECK125136838 TDKP8 FORWARD 1293493 SIGMA70 WEAK,0.9984465,0.9355156,1,1,1,0.9984465
ECK125136362 THIQP2 REVERSE 73085 SIGMA70 WEAK,0.47157532,0.89412713,0,1,1,0.89412713
ECK120010601 THRUP FORWARD 4175381 SIGMA70 WEAK,0.99875665,0.9352487,1,1,1,0.99875665
ECK120010587 THRWP FORWARD 262841 SIGMA70 WEAK,0.7113239,0.9957742,1,1,1,0.9957742
ECK125136616 TOLBP6 FORWARD 777537 SIGMA70 WEAK,0.7879784,0.54998755,1,1,1,0.7879784
ECK125136833 TPRP1 REVERSE 1287188 SIGMA70 WEAK,0.93021923,0.66632205,1,1,1,0.93021923
ECK125136897 TRKGP1 FORWARD 1423741 SIGMA70 WEAK,0.8486327,0.657497,1,1,1,0.8486327
ECK125136898 TRKGP7 FORWARD 1423671 SIGMA70 WEAK,0.97878337,0.9649556,1,1,1,0.97878337
ECK125136848 TRPAP4 REVERSE 1317303 SIGMA70 WEAK,0.89704907,0.99480766,1,1,1,0.99480766
ECK125109141 TTDAP FORWARD 3206424 SIGMA70 WEAK,0.92435646,0.90618336,1,1,1,0.92435646
ECK125137801 TUSAP7 REVERSE 3609020 SIGMA70 WEAK,0.9979164,0.97234726,1,1,1,0.9979164
ECK120010086 UBICP FORWARD 4252443 SIGMA70 WEAK,0.48558336,0.8982422,0,1,1,0.8982422
ECK125137940 UBIDP8 FORWARD 4024809 SIGMA70 WEAK,0.78850603,0.40799806,1,0,1,0.78850603
ECK125137209 UGDP9 REVERSE 2099735 SIGMA70 WEAK,0.94239265,0.76496434,1,1,1,0.94239265
ECK125137019 UIDCP5 REVERSE 1692988 SIGMA70 WEAK,0.5583666,0.7932265,1,1,1,0.7932265
ECK120010065 UIDRP REVERSE 1697075 SIGMA70 WEAK,0.51307106,0.06261736,1,0,1,0.51307106
ECK125136509 USHAP6 FORWARD 504886 SIGMA70 WEAK,0.8458631,0.6680645,1,1,1,0.8458631
ECK125137157 USPCP2 FORWARD 1979598 SIGMA70 WEAK,0.71118224,0.8397419,1,1,1,0.8397419
ECK125137158 USPCP4 FORWARD 1979668 SIGMA70 WEAK,0.9974584,0.9981444,1,1,1,0.9981444
ECK125137160 USPCP6 FORWARD 1979619 SIGMA70 WEAK,0.92248976,0.975498,1,1,1,0.975498
ECK120010060 UXABP2 REVERSE 1610737 SIGMA70 WEAK,0.59309614,0.7088305,1,1,1,0.7088305
ECK120010059 UXACP REVERSE 3244857 SIGMA70 WEAK,0.28674135,0.9161949,0,1,1,0.9161949
ECK120010596 VALUP FORWARD 2520924 SIGMA70 WEAK,0.77513975,0.56300896,1,1,1,0.77513975
ECK125137879 WAAUP5 REVERSE 3799424 SIGMA70 WEAK,0.7892773,0.16355924,1,0,1,0.7892773
ECK125137880 WAAUP6 REVERSE 3799496 SIGMA70 WEAK,0.983263,0.97961205,1,1,1,0.983263
ECK125137223 WZXCP5 REVERSE 2120337 SIGMA70 WEAK,0.97376966,0.8462437,1,1,1,0.97376966
ECK125137537 XANQP3 FORWARD 3024260 SIGMA70 WEAK,0.61990064,0.82279956,1,1,1,0.82279956
ECK120009912 XSEBP REVERSE 441373 SIGMA70 WEAK,0.9987841,0.97492117,1,1,1,0.9987841
ECK125136346 YAAAP5 REVERSE 6615 SIGMA70 WEAK,0.054789197,0.666425,0,1,1,0.666425
ECK125136349 YAAIP2 REVERSE 11938 SIGMA70 WEAK,0.86717546,0.2570979,1,0,1,0.86717546
ECK125136350 YAAIP3 REVERSE 11913 SIGMA70 WEAK,0.626814,0.86348933,1,1,1,0.86348933
ECK125136351 YAAIP4 REVERSE 11825 SIGMA70 WEAK,0.915001,0.73530644,1,1,1,0.915001
ECK125136347 YAAJP4 REVERSE 8017 SIGMA70 WEAK,0.95758605,0.96429616,1,1,1,0.96429616
ECK125136344 YAAXP4 FORWARD 5030 SIGMA70 WEAK,0.9985936,0.99725384,1,1,1,0.9985936
ECK125136367 YACHP5 REVERSE 131466 SIGMA70 WEAK,0.558262,0.5669377,1,1,1,0.5669377
ECK125136378 YADNP7 REVERSE 157055 SIGMA70 WEAK,0.9560725,0.9887184,1,1,1,0.9887184
ECK125136379 YADNP8 REVERSE 157031 SIGMA70 WEAK,0.60386306,0.47657737,1,0,1,0.60386306
ECK125136383 YADSP5 REVERSE 177786 SIGMA70 WEAK,0.9508228,0.8588816,1,1,1,0.9508228
ECK125136384 YADSP6 REVERSE 177700 SIGMA70 WEAK,0.99241734,0.94413334,1,1,1,0.99241734
ECK125136396 YAEQP6 FORWARD 214195 SIGMA70 WEAK,0.96505284,0.98666084,1,1,1,0.98666084
ECK125136394 YAERP3 FORWARD 211858 SIGMA70 WEAK,0.9960891,0.8852077,1,1,1,0.9960891
ECK125136410 YAFLP6 FORWARD 246641 SIGMA70 WEAK,0.9392784,0.9741561,1,1,1,0.9741561
ECK125136402 YAFSP2 FORWARD 234784 SIGMA70 WEAK,0.9246276,0.69171476,1,1,1,0.9246276
ECK125136403 YAFTP4 FORWARD 237235 SIGMA70 WEAK,0.96895415,0.98530364,1,1,1,0.98530364
ECK125136404 YAFTP5 FORWARD 237260 SIGMA70 WEAK,0.84384406,0.9007229,1,1,1,0.9007229
ECK125136405 YAFTP6 FORWARD 237278 SIGMA70 WEAK,0.99904865,0.99966455,1,1,1,0.99966455
ECK125136422 YAGEP3 FORWARD 282223 SIGMA70 WEAK,0.9415075,0.7646957,1,1,1,0.9415075
ECK125136423 YAGEP8 FORWARD 282252 SIGMA70 WEAK,0.91064316,0.78232336,1,1,1,0.91064316
ECK125136424 YAGGP6 FORWARD 285271 SIGMA70 WEAK,0.9919207,0.8877742,1,1,1,0.9919207
ECK125136429 YAGKP6 REVERSE 293118 SIGMA70 WEAK,0.9981254,0.9484926,1,1,1,0.9981254
ECK125136434 YAGNP8 REVERSE 295656 SIGMA70 WEAK,0.96848315,0.97163165,1,1,1,0.97163165
ECK125136461 YAHMP4 FORWARD 345252 SIGMA70 WEAK,0.9493289,0.97920334,1,1,1,0.97920334
ECK125136465 YAIOP4 REVERSE 380957 SIGMA70 WEAK,0.5743054,0.08472167,1,0,1,0.5743054
ECK125136472 YAISP14 REVERSE 384830 SIGMA70 WEAK,0.99564666,0.9474571,1,1,1,0.99564666
ECK125136476 YAIVP4 FORWARD 394461 SIGMA70 WEAK,0.9448565,0.89011157,1,1,1,0.9448565
ECK125136478 YAIYP6 REVERSE 399547 SIGMA70 WEAK,0.8818358,0.9628482,1,1,1,0.9628482
ECK125136485 YAJDP5 FORWARD 430530 SIGMA70 WEAK,0.24467406,0.83440614,0,1,1,0.83440614
ECK125136503 YBANP8 FORWARD 490857 SIGMA70 WEAK,0.8369912,0.61015064,1,1,1,0.8369912
ECK120034940 YBAOP FORWARD 468352 SIGMA70 WEAK,0.99126035,0.9510544,1,1,1,0.99126035
ECK125136510 YBAPP3 REVERSE 508262 SIGMA70 WEAK,0.8587089,0.9515323,1,1,1,0.9515323
ECK125136513 YBAQP3 FORWARD 508174 SIGMA70 WEAK,0.94838935,0.9478767,1,1,1,0.94838935
ECK125136517 YBBOP4 REVERSE 519329 SIGMA70 WEAK,0.15705918,0.7914441,0,1,1,0.7914441
ECK125136524 YBCJP3 REVERSE 556967 SIGMA70 WEAK,0.9857103,0.896562,1,1,1,0.9857103
ECK125136525 YBCJP4 REVERSE 556891 SIGMA70 WEAK,0.341298,0.7761278,0,1,1,0.7761278
ECK125136535 YBCKP5 FORWARD 568810 SIGMA70 WEAK,0.99170554,0.9925166,1,1,1,0.9925166
ECK125136536 YBCKP7 FORWARD 568751 SIGMA70 WEAK,0.70083934,0.5828133,1,1,1,0.70083934
ECK125136537 YBCLP2 FORWARD 570847 SIGMA70 WEAK,0.96712744,0.95029485,1,1,1,0.96712744
ECK125136544 YBCWP7 FORWARD 579844 SIGMA70 WEAK,0.4254382,0.67081296,0,1,1,0.67081296
ECK125095188 YBDNP REVERSE 636686 SIGMA70 WEAK,0.64140314,0.30263916,1,0,1,0.64140314
ECK125136560 YBDRP6 FORWARD 641922 SIGMA70 WEAK,0.9754497,0.40505958,1,0,1,0.9754497
ECK125136568 YBEFP4 REVERSE 661460 SIGMA70 WEAK,0.3646633,0.81556284,0,1,1,0.81556284
ECK125136569 YBEFP5 REVERSE 661545 SIGMA70 WEAK,0.97142,0.95367944,1,1,1,0.97142
ECK125136571 YBEFP7 REVERSE 661386 SIGMA70 WEAK,0.97545844,0.9860406,1,1,1,0.9860406
ECK125136585 YBEQP12 REVERSE 676611 SIGMA70 WEAK,0.6891047,0.44247812,1,0,1,0.6891047
ECK125136581 YBEQP5 REVERSE 676572 SIGMA70 WEAK,0.99779594,0.72352695,1,1,1,0.99779594
ECK125136582 YBEQP8 REVERSE 676639 SIGMA70 WEAK,0.8989347,0.8292789,1,1,1,0.8989347
ECK125136586 YBERP5 FORWARD 676590 SIGMA70 WEAK,0.9996258,0.9977742,1,1,1,0.9996258
ECK125136587 YBERP6 FORWARD 676637 SIGMA70 WEAK,0.9995065,0.9188659,1,1,1,0.9995065
ECK125136589 YBETP8 REVERSE 679416 SIGMA70 WEAK,0.19793127,0.66981417,0,1,1,0.66981417
ECK125136621 YBGSP5 REVERSE 785373 SIGMA70 WEAK,0.9627892,0.77659553,1,1,1,0.9627892
ECK125136626 YBHAP10 REVERSE 798537 SIGMA70 WEAK,0.80798167,0.6585028,1,1,1,0.80798167
ECK125136625 YBHAP6 REVERSE 798592 SIGMA70 WEAK,0.6272555,0.6706633,1,1,1,0.6706633
ECK125136632 YBHBP2 REVERSE 808035 SIGMA70 WEAK,0.8303182,0.43565786,1,0,1,0.8303182
ECK125136628 YBHDP2 REVERSE 800709 SIGMA70 WEAK,0.9097907,0.96765935,1,1,1,0.96765935
ECK125136630 YBHHP7 FORWARD 800694 SIGMA70 WEAK,0.9160331,0.37693354,1,0,1,0.9160331
ECK125136634 YBHMP7 FORWARD 820778 SIGMA70 WEAK,0.95593554,0.7545947,1,1,1,0.95593554
ECK125136643 YBIOP2 REVERSE 845509 SIGMA70 WEAK,0.613821,0.12455009,1,0,1,0.613821
ECK125136654 YBIVP5 REVERSE 860088 SIGMA70 WEAK,0.884347,0.5771715,1,1,1,0.884347
ECK125136659 YBJLP10 REVERSE 889941 SIGMA70 WEAK,0.9678678,0.88132703,1,1,1,0.9678678
ECK125136661 YBJMP4 FORWARD 889940 SIGMA70 WEAK,0.9281411,0.9103141,1,1,1,0.9281411
ECK125136662 YBJMP8 FORWARD 889885 SIGMA70 WEAK,0.99031574,0.9115595,1,1,1,0.99031574
ECK125136664 YBJOP5 FORWARD 897947 SIGMA70 WEAK,0.89726216,0.8135004,1,1,1,0.89726216
ECK125136690 YCAIP7 FORWARD 964238 SIGMA70 WEAK,0.7231865,0.7999346,1,1,1,0.7999346
ECK125136683 YCAKP5 FORWARD 949643 SIGMA70 WEAK,0.74804395,0.71656084,1,1,1,0.74804395
ECK125136686 YCALP6 FORWARD 960255 SIGMA70 WEAK,0.99043196,0.99388665,1,1,1,0.99388665
ECK125136688 YCALP9 FORWARD 960238 SIGMA70 WEAK,0.9840718,0.81488574,1,1,1,0.9840718
ECK125136677 YCAMP2 FORWARD 947120 SIGMA70 WEAK,0.588551,0.7396446,1,1,1,0.7396446
ECK125136678 YCAMP3 FORWARD 947145 SIGMA70 WEAK,0.9915249,0.89160514,1,1,1,0.9915249
ECK125136697 YCBWP4 FORWARD 1005890 SIGMA70 WEAK,0.8352773,0.38452345,1,0,1,0.8352773
ECK125136698 YCBWP6 FORWARD 1005850 SIGMA70 WEAK,0.5950449,0.17251156,1,0,1,0.5950449
ECK125136704 YCCTP5 REVERSE 1027797 SIGMA70 WEAK,0.61533064,0.6509597,1,1,1,0.6509597
ECK125136706 YCCXP4 FORWARD 1030061 SIGMA70 WEAK,0.10338636,0.7546288,0,1,1,0.7546288
ECK125136707 YCCXP5 FORWARD 1029980 SIGMA70 WEAK,0.88194996,0.9791813,1,1,1,0.9791813
ECK125136733 YCDZP4 FORWARD 1100252 SIGMA70 WEAK,0.8297176,0.7987688,1,1,1,0.8297176
ECK125136752 YCEFP7 REVERSE 1146628 SIGMA70 WEAK,0.38218564,0.55361074,0,1,1,0.55361074
ECK125136761 YCFJP3 FORWARD 1167407 SIGMA70 WEAK,0.7634405,0.43446848,1,0,1,0.7634405
ECK125136813 YCGNP3 FORWARD 1228808 SIGMA70 WEAK,0.88252634,0.9572021,1,1,1,0.9572021
ECK125136814 YCGNP5 FORWARD 1228750 SIGMA70 WEAK,0.6947917,0.54546314,1,1,1,0.6947917
ECK125136825 YCGVP10 REVERSE 1256111 SIGMA70 WEAK,0.9752118,0.98984843,1,1,1,0.98984843
ECK125136803 YCGXP5 REVERSE 1213212 SIGMA70 WEAK,0.746343,0.8320124,1,1,1,0.8320124
ECK120022125 YCHOP FORWARD 1273760 SIGMA70 WEAK,0.9694332,0.99445397,1,1,1,0.99445397
ECK125122033 YCICP REVERSE 1313698 SIGMA70 WEAK,0.97685254,0.9337451,1,1,1,0.97685254
ECK125136856 YCINP11 REVERSE 1330790 SIGMA70 WEAK,0.9233184,0.74578094,1,1,1,0.9233184
ECK125136871 YCJMP3 FORWARD 1370185 SIGMA70 WEAK,0.34503224,0.6035993,0,1,1,0.6035993
ECK125136873 YCJWP2 REVERSE 1383991 SIGMA70 WEAK,0.982553,0.60630715,1,1,1,0.982553
ECK125136889 YDAEP5 REVERSE 1418219 SIGMA70 WEAK,0.9931156,0.9338952,1,1,1,0.9931156
ECK125136895 YDASP4 FORWARD 1420260 SIGMA70 WEAK,0.9086744,0.8156413,1,1,1,0.9086744
ECK125136912 YDBCP1 FORWARD 1474188 SIGMA70 WEAK,0.962664,0.47126725,1,0,1,0.962664
ECK125136911 YDBHP9 FORWARD 1442900 SIGMA70 WEAK,0.6523094,0.40183556,1,0,1,0.6523094
ECK125136918 YDCFP3 FORWARD 1487202 SIGMA70 WEAK,0.8909836,0.89149016,1,1,1,0.89149016
ECK125136927 YDCIP4 REVERSE 1495117 SIGMA70 WEAK,0.78293836,0.9460287,1,1,1,0.9460287
ECK125136928 YDCJP10 FORWARD 1495133 SIGMA70 WEAK,0.8037146,0.06490897,1,0,1,0.8037146
ECK125136936 YDCLP4 FORWARD 1502345 SIGMA70 WEAK,0.6538164,0.4323796,1,0,1,0.6538164
ECK125136937 YDCLP5 FORWARD 1502446 SIGMA70 WEAK,0.9963617,0.99456406,1,1,1,0.9963617
ECK125136943 YDCSP9 FORWARD 1511453 SIGMA70 WEAK,0.99749905,0.70333517,1,1,1,0.99749905
ECK125136948 YDCXP7 FORWARD 1517236 SIGMA70 WEAK,0.7980331,0.63713926,1,1,1,0.7980331
ECK125136950 YDCYP3 FORWARD 1517610 SIGMA70 WEAK,0.90886897,0.8655277,1,1,1,0.90886897
ECK125136960 YDDJP5 REVERSE 1544825 SIGMA70 WEAK,0.8865015,0.95440096,1,1,1,0.95440096
ECK125136961 YDDJP6 REVERSE 1544851 SIGMA70 WEAK,0.9959651,0.96810687,1,1,1,0.9959651
ECK125136968 YDDWP6 REVERSE 1568852 SIGMA70 WEAK,0.7442937,0.9064011,1,1,1,0.9064011
ECK125136984 YDEEP1 FORWARD 1621304 SIGMA70 WEAK,0.7550407,0.95684177,1,1,1,0.95684177
ECK125136985 YDEEP4 FORWARD 1621264 SIGMA70 WEAK,0.5988517,0.66719854,1,1,1,0.66719854
ECK125136987 YDEIP5 REVERSE 1624559 SIGMA70 WEAK,0.6481955,0.7963635,1,1,1,0.7963635
ECK125136988 YDEIP6 REVERSE 1624543 SIGMA70 WEAK,0.7242342,0.9495484,1,1,1,0.9495484
ECK125095187 YDEJP FORWARD 1624688 SIGMA70 WEAK,0.6665361,0.78028625,1,1,1,0.78028625
ECK125136973 YDENP3 REVERSE 1582729 SIGMA70 WEAK,0.9712613,0.6391674,1,1,1,0.9712613
ECK125137002 YDFAP8 FORWARD 1648436 SIGMA70 WEAK,0.9323137,0.6361901,1,1,1,0.9323137
ECK125137022 YDGJP6 REVERSE 1704399 SIGMA70 WEAK,0.57227457,0.98526716,1,1,1,0.98526716
ECK125137033 YDHLP3 REVERSE 1725932 SIGMA70 WEAK,0.9969817,0.96669275,1,1,1,0.9969817
ECK125095200 YDHOP FORWARD 1734357 SIGMA70 WEAK,0.8111639,0.9278381,1,1,1,0.9278381
ECK125137045 YDHZP5 REVERSE 1755167 SIGMA70 WEAK,0.98167485,0.9547463,1,1,1,0.98167485
ECK125137060 YDIEP5 FORWARD 1789603 SIGMA70 WEAK,0.97249347,0.98136514,1,1,1,0.98136514
ECK125137053 YDIHP3 REVERSE 1765147 SIGMA70 WEAK,0.760821,0.15097636,1,0,1,0.760821
ECK125137056 YDINP6 FORWARD 1772409 SIGMA70 WEAK,0.63798064,0.6631384,1,1,1,0.6631384
ECK125137065 YDIYP11 REVERSE 1806250 SIGMA70 WEAK,0.99353254,0.9971089,1,1,1,0.9971089
ECK125137066 YDIYP12 REVERSE 1806170 SIGMA70 WEAK,0.88614076,0.9312703,1,1,1,0.9312703
ECK125137086 YDJEP6 REVERSE 1854041 SIGMA70 WEAK,0.79948366,0.21307562,1,0,1,0.79948366
ECK125137088 YDJFP7 REVERSE 1854886 SIGMA70 WEAK,0.97126615,0.8069501,1,1,1,0.97126615
ECK125137073 YDJOP10 REVERSE 1813255 SIGMA70 WEAK,0.99725854,0.94571775,1,1,1,0.99725854
ECK125137071 YDJOP7 REVERSE 1813188 SIGMA70 WEAK,0.9797488,0.9597438,1,1,1,0.9797488
ECK125137072 YDJOP9 REVERSE 1813153 SIGMA70 WEAK,0.8951069,0.9746518,1,1,1,0.9746518
ECK125095204 YEAEP REVERSE 1865724 SIGMA70 WEAK,0.98663205,0.93064284,1,1,1,0.98663205
ECK125137091 YEAIP5 FORWARD 1870364 SIGMA70 WEAK,0.9903606,0.9933931,1,1,1,0.9933931
ECK125137093 YEAJP6 FORWARD 1871937 SIGMA70 WEAK,0.733855,0.9658142,1,1,1,0.9658142
ECK125137095 YEAMP6 REVERSE 1875598 SIGMA70 WEAK,0.8808329,0.6678981,1,1,1,0.8808329
ECK120015435 YEBBP1 FORWARD 1946110 SIGMA70 WEAK,0.99975425,0.9766658,1,1,1,0.99975425
ECK120015431 YEBCP REVERSE 1948185 SIGMA70 WEAK,0.72828734,0.7776833,1,1,1,0.7776833
ECK120035103 YEBGP REVERSE 1930765 SIGMA70 WEAK,0.960906,0.79063386,1,1,1,0.960906
ECK125137124 YEBSP5 FORWARD 1916119 SIGMA70 WEAK,0.22401054,0.71493155,0,1,1,0.71493155
ECK125137125 YEBSP6 FORWARD 1916181 SIGMA70 WEAK,0.99427795,0.996707,1,1,1,0.996707
ECK125137131 YEBWP6 FORWARD 1922084 SIGMA70 WEAK,0.879497,0.7029807,1,1,1,0.879497
ECK125137148 YECDP7 FORWARD 1950760 SIGMA70 WEAK,0.5828115,0.49645454,1,0,1,0.5828115
ECK125137149 YECDP8 FORWARD 1950636 SIGMA70 WEAK,0.9590854,0.969411,1,1,1,0.969411
ECK125137165 YECHP3 REVERSE 1989564 SIGMA70 WEAK,0.97168285,0.7226389,1,1,1,0.97168285
ECK125137152 YECMP3 REVERSE 1959872 SIGMA70 WEAK,0.78472614,0.5000759,1,1,1,0.78472614
ECK125137177 YEDIP2 REVERSE 2029461 SIGMA70 WEAK,0.8814094,0.53595275,1,1,1,0.8814094
ECK125137178 YEDIP3 REVERSE 2029370 SIGMA70 WEAK,0.705153,0.45602375,1,0,1,0.705153
ECK125137182 YEDXP FORWARD 2038840 SIGMA70 WEAK,0.9686905,0.98140234,1,1,1,0.98140234
ECK125137191 YEENP4 FORWARD 2056792 SIGMA70 WEAK,0.98471284,0.9630717,1,1,1,0.98471284
ECK125137192 YEENP7 FORWARD 2056754 SIGMA70 WEAK,0.9990877,0.97993165,1,1,1,0.9990877
ECK125137200 YEEXP4 REVERSE 2079417 SIGMA70 WEAK,0.8016286,0.49165294,1,0,1,0.8016286
ECK125137203 YEEZP5 REVERSE 2089211 SIGMA70 WEAK,0.9238786,0.91970146,1,1,1,0.9238786
ECK125137225 YEGIP7 REVERSE 2151077 SIGMA70 WEAK,0.79332656,0.97634685,1,1,1,0.97634685
ECK125137226 YEGIP8 REVERSE 2150999 SIGMA70 WEAK,0.99984527,0.9937928,1,1,1,0.99984527
ECK125137228 YEGJP7 FORWARD 2151016 SIGMA70 WEAK,0.99991477,0.99789834,1,1,1,0.99991477
ECK125137229 YEGJP8 FORWARD 2151051 SIGMA70 WEAK,0.92090625,0.9355714,1,1,1,0.9355714
ECK125137233 YEGSP6 FORWARD 2168543 SIGMA70 WEAK,0.26754236,0.7217309,0,1,1,0.7217309
ECK125137240 YEHAP6 REVERSE 2188472 SIGMA70 WEAK,0.21543764,0.509708,0,1,1,0.509708
ECK125137242 YEHEP7 REVERSE 2192880 SIGMA70 WEAK,0.91219497,0.88758516,1,1,1,0.91219497
ECK125137246 YEHKP1 FORWARD 2203784 SIGMA70 WEAK,0.5325582,0.2337848,1,0,1,0.5325582
ECK125137247 YEHLP3 FORWARD 2204402 SIGMA70 WEAK,0.9999676,0.99942976,1,1,1,0.9999676
ECK125137266 YEIEP6 REVERSE 2249656 SIGMA70 WEAK,0.94328576,0.86179036,1,1,1,0.94328576
ECK125137267 YEIEP7 REVERSE 2249638 SIGMA70 WEAK,0.9949108,0.9718882,1,1,1,0.9949108
ECK125137268 YEIHP7 FORWARD 2249666 SIGMA70 WEAK,0.98901165,0.96527475,1,1,1,0.98901165
ECK120030649 YEJAP FORWARD 2272312 SIGMA70 WEAK,0.97678566,0.9905173,1,1,1,0.9905173
ECK125137300 YFALP7 REVERSE 2344284 SIGMA70 WEAK,0.91342664,0.20137195,1,0,1,0.91342664
ECK125137306 YFAZP4 REVERSE 2364372 SIGMA70 WEAK,0.98992807,0.98943275,1,1,1,0.98992807
ECK125137307 YFAZP5 REVERSE 2364317 SIGMA70 WEAK,0.91732705,0.72193354,1,1,1,0.91732705
ECK125137324 YFBLP10 FORWARD 2385805 SIGMA70 WEAK,0.99801326,0.9964084,1,1,1,0.99801326
ECK125137326 YFBNP8 REVERSE 2388554 SIGMA70 WEAK,0.93640184,0.61827445,1,1,1,0.93640184
ECK125137328 YFBOP5 FORWARD 2388458 SIGMA70 WEAK,0.9612244,0.56210196,1,1,1,0.9612244
ECK125137329 YFBOP6 FORWARD 2388539 SIGMA70 WEAK,0.9995074,0.96895325,1,1,1,0.9995074
ECK125137342 YFCLP5 REVERSE 2444251 SIGMA70 WEAK,0.80495924,0.4647335,1,0,1,0.80495924
ECK125137345 YFCVP6 REVERSE 2455821 SIGMA70 WEAK,0.99856204,0.9761696,1,1,1,0.99856204
ECK125137346 YFCVP7 REVERSE 2455668 SIGMA70 WEAK,0.98492116,0.9905866,1,1,1,0.9905866
ECK125137348 YFCVP9 REVERSE 2455654 SIGMA70 WEAK,0.9820081,0.96673656,1,1,1,0.9820081
ECK125137350 YFDFP7 FORWARD 2462984 SIGMA70 WEAK,0.99990165,0.9862462,1,1,1,0.99990165
ECK125137356 YFDPP6 FORWARD 2473536 SIGMA70 WEAK,0.58261544,0.46476322,1,0,1,0.58261544
ECK125137362 YFDYP5 REVERSE 2495333 SIGMA70 WEAK,0.9101191,0.7683083,1,1,1,0.9101191
ECK125137367 YFEAP5 REVERSE 2517869 SIGMA70 WEAK,0.79128385,0.8092345,1,1,1,0.8092345
ECK125137374 YFECP5 FORWARD 2518334 SIGMA70 WEAK,0.20728105,0.7263219,0,1,1,0.7263219
ECK125137389 YFFSP4 FORWARD 2564400 SIGMA70 WEAK,0.19601277,0.80658484,0,1,1,0.80658484
ECK125137397 YFGGP6 FORWARD 2629186 SIGMA70 WEAK,0.9925632,0.95137095,1,1,1,0.9925632
ECK125137399 YFGHP10 FORWARD 2629672 SIGMA70 WEAK,0.99456316,0.99251235,1,1,1,0.99456316
ECK125137419 YFHHP5 FORWARD 2698707 SIGMA70 WEAK,0.899842,0.97709626,1,1,1,0.97709626
ECK125137423 YFICP3 REVERSE 2712805 SIGMA70 WEAK,0.13685898,0.67775244,0,1,1,0.67775244
ECK125137425 YFIEP7 REVERSE 2715344 SIGMA70 WEAK,0.99908817,0.9793912,1,1,1,0.99908817
ECK125137433 YFILP9 FORWARD 2741315 SIGMA70 WEAK,0.9687052,0.89356065,1,1,1,0.9687052
